Review,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
"['Lẩu bò giá rẻ nhưng chất_lượng khá ổn , này là lẩu lớn , đủ cho 3 người ăn , cơ_mà mình thấy 2 người ăn là chuẩn nhất : D']",0,0,0,0,1,1,0,0,0,0,0,0
"['Lẩu bò Hoàng_Thu nổi_tiếng khu chợ hoa Hồ_Thị_Kỷ , cùng với những Cô Thảo , Cô Sáu , làm con hẻm nhỏ trở_nên sầm_uất mỗi khi đêm về .', 'Công_ty mình chọn ăn liên_hoan ở Hoàng_Thu là vì ngoài lẩu ra quán còn có các món ăn phong_phú khác như bò xào patê , bò nướng ngũ_vị , ... riêng hình bên là nồi lẩu thập_cẩm loại lớn , giá khoảng 200k , rất nhiều đồ_ăn :', 'nạm , gân , móng , lòng , khăn lông , tổ ong , bỏ viên , ... kèm theo hàng đống thứ topping như đậu_hũ , nấm_rơm , tàu_hũ ky , khoai_môn , ... mà ít_nhất 3 người mới ăn hết_nổi .', 'Nồi lẩu thì vẫn sôi ùng_ục bên bàn nhậu , còn chợ hoa thì lặng_lẽ kẻ đến người đi trong đêm , chuẩn_bị cho một ngày mới ngát hương ...']",0,0,0,0,3,0,1,0,1,0,0,0
['Lẩu_Bò_Nhúng_Dấm siêu siêu ngon .'],0,0,0,0,0,1,0,0,0,0,0,0
"['lẩu bò ở đây ngon lắm , cay cay , đậm_đà thơm ơi_là thơm.Bò bao_la , ăn hoài ko hết .', 'Có lá_sách , gân bò , móng , thịt , nạm quá_trời .', 'Không hiểu sao lẩu bò rẻ vậy nữa . 2 người chỉ tầm 200k là đủ .@Kim Ngan']",0,0,0,0,1,1,1,0,0,0,0,0
"['Lẩu cá_đuối nhỏ 125 k : trong nồi đã bao_gồm khoảng 6-7 khứa cá to_nhỏ có , rau , giá , bạc_hà ..', 'Trong phần này có thêm phần bún & rau riêng nữa , đi 2 người thì gọi thêm 1,2 phần bún nữa ( 5 k / phần ) , ăn no lắc_lư .', 'Nước lẩu nấu hơi chua_chua , cũng dễ ăn , nhưng chỉ có mỗi 1 loại , ko còn vị khác đâu']",0,0,0,0,3,1,3,0,0,0,0,0
"['Lẩu cháo ăn kèm với lòng , tim , cật ăn rất ngon và rất phù_hợp cho nhưng ngày mưa lạnh .', 'Quán nhỏ nhưng sạch_sẽ và thoáng , phục_vụ khá nhanh .', 'Giá 1 phần lẩu dành cho 3-4 người giá chỉ khoảng 200k thôi .']",1,0,0,0,1,1,0,0,0,0,0,1
"['Lẩu cua ( 200 k / lẩu 2 người ) rất là chất_lượng , có tới 2 con cua bự lận ( lúc sờ vô cua còn sống nghen nên thấy cua tươi vậy cũng yên_tâm ) , 1 phần rau bún hoành_tráng , nhóm mình đi đông người mà xin thêm nước lẩu free ^ ^ .', 'Nước lẩu ở đây làm ngon lắm à nghen , cay lắm mà tui húp liên_tục ... trái với suy_nghĩ ban_đầu là cua rẻ thì ko biết ngon ko nhưng ăn thử rồi thì thấy cua rất là chắc thịt , ngọt nữa .', 'Nói_chung , duyệt cái lẩu cua ở quán này .']",0,0,0,0,1,1,1,0,1,0,0,0
"['Lẩu cua_đồng , cá_đuối ngày mưa cực ngon chỉ 139k']",0,0,0,0,1,1,0,0,0,0,0,0
['Lẩu dê o day rat ngon luon \uf61d\uf44d\uf3fc'],0,0,0,0,0,1,0,0,0,0,0,0
"['Lẩu hơi ngọt xíu , không cay lắm , cua nhiều , ngọt và chắc thịt , rau bún nhiều và có_thể xin nước lẩu thêm.Quán rộng_rãi , có chỗ ngồi ở ngoài khá là thoáng , nhân_viên phục_vụ dễ_chịu với khách.Một phần lẩu cho 2 người giá 200k nhé , nếu có gọi thêm món ăn nữa thì trung_bình 2 bạn chi khoảng 400 k.Credit : @ Tina_Cheung']",1,0,0,0,3,3,1,0,0,0,0,1
"['Lẩu khá rẻ 25 k / phần gồm nước , bún , rau những xiên que thì đồng giá 5k nên tha_hồ lựa_chọn .', 'Nước lẩu nấu vừa_phải nên dễ_dàng kết_hợp với nhiều loại xiên khác nhau .', 'Lưu_ý khi hết nước thì được châm miễn_phí nha .', 'Theo mình vậy là khá rẻ ăn no_nê luôn .', 'Mình thấy hải_sản ở đây tươi ăn thịt săn chắc . 2 người ăn kêu thêm xiên que nữa là chừng 150k']",0,0,0,1,1,1,1,0,0,0,0,0
"['Lẩu khá rẻ nhưng đồ_ăn ít , phải gọi thêm mới đủ ăn , nước lẩu chua_chua cay cay khá ngon .', 'Quán còn phục_vụ các món nướng và bò lá_lốt .. nhưng chắc có dịp sẽ thử sau.Do là quán nướng nên hơi nóng , bên ngoài có quạt nên cũng đỡ , khách khá đông vào buổi tối .', 'Phục_vụ hơi châm một tí.Một phần lẩu 88k , trung_bình 2 bạn đi ăn chi khoảng 200k nhé.Credit : @ Lẩu_Nướng_Thái_Lan 80K']",3,0,0,0,1,1,3,0,0,0,0,2
"['Lâu không ăn , ngon lắm luôn \uf61d\uf61d\uf61d Từng này mà 3 người ăn no khó thở \uf635\uf635\uf635 # Pepsilakhi # Pepsimoji']",0,0,0,0,0,1,0,0,0,0,0,0
"['lẩu kim chi cay cay , ăn vào siêu siêu thích !', '^ _ ^ quán mát_mẻ ngồi chém gió kinhkhungvl']",1,0,0,0,0,1,0,0,0,0,0,0
"['Lâu lắm không ghé , giờ ghé lại ăn vị vẫn như xưa .', 'Cá viên ngon , nước dùng vừa vị .', 'Ở đây hủ_tiếu không giống mấy chỗ khác , miếng vuông , to , ăn lạ_miệng .', 'Mình thích mỳ hơn . 37k 1 tô đặc_biệt .', 'Chị chủ đang nhăn mấy thì nhăn chứ nói_chuyện với khách là cười liền .', 'Ở đây còn có tàu hủ chiên , mỳ tứ xuyên , lẩu , ...', 'Tráng_miệng có món tofu 15k 1 ly ăn thanh mát rất thích \uf44f .', 'À , từ 13/4 quán dời về Lê_Quốc_Hưng quận 4 , ko ở chỗ cũ nữa .']",0,0,0,0,3,1,1,3,1,0,0,1
"['Lâu lắm mới có dịp sáng đi ngang đoạn đường này nên tranh_thủ ghé zô mua bánh_ướt ăn_liền .', 'Quán bán khá đông nha , mấy cô bán liên_tục lun mà ko kịp áh , đc cái khách cũng bít nên đứng đợi xếp_hàng rất trật_tự , ai tới trước lấy trước , tới sau lấy sau , ko bị cảnh chen_chúc .', 'Bánh_ướt ở đây phần đầy_đủ và nhìu nhất lun là 15k nha , ăn no lắm lắm .']",0,0,0,0,1,0,1,0,1,0,0,0
"['Lâu lắm mới tìm dc chỗ ăn soba vừa rẻ mà_lại ngon thế_này .', 'Mình thik cả set mỳ soba 5 kiểu nữa .', 'Sợi mỳ dai dai mềm mềm , nước_chấm vừa_miệng .', 'Mấy món ăn kèm cũng ngon .', 'Trưa nắng , húp bát mỳ soba xì_xụp thik lắm ấy !', '\uf60b']",0,0,0,0,1,1,1,0,0,0,0,0
"['Lâu lắm rồi mới ăn lại , thấy ăn ổn hơn , có thêm mấy món có cheese như tok sốt cheese , gà sốt cheese .', 'Mỗi_tội đường qua quán khổ_sở quá .', 'Quán nằm gần vòng xoay Điện_Biên_Phủ - Nguyễn_Đình_Chiểu , hoặc là đi ngược chiều , hoặc là đi tới hàng_xanh rồi vòng về : ( ( ( Quán nhỏ thôi nhưng được_cái đồ_ăn ổn , giá rẻ .']",3,0,0,0,1,1,1,2,0,0,0,0
"['Lâu lắm rồi mới mua deal trên muachung.vn 87k cho combo 1 bánh_xèo và 2 tô bún thái / mắm / măng vịt .', 'Bánh_xèo được chọn chỉ có 70k thôi , thêm 15k nữa lên bánh_xèo Bà Hai như trong hình .', 'Thề là 2 đứa mới ăn bánh_xèo xong là đã thấy no ngang bụng :', '3 , huống_hồ gì còn thêm tô bún : 3 Nhìn hình vậy thôi chứ to to to lắm .', 'Nhân là tôm , thịt , mực , nấm , củ sắn , đu_đủ , giá tự trồng , rau mầm , đậu_xanh .', 'Rau ăn kèm thì đủ loại , xanh và sạch .', 'Số 5 đường 11 khu miếu nổi nha .', '# food # foodpic # foodporn # foodholic # bánhxèo # vietnamesefood # colorful # homemade # yummy # delicious # dinner # instafood # ximuoieat # ximuoireview # lozi # lozisaigon # saigon # hochiminhcity # vietnam']",0,0,0,0,1,0,1,3,0,0,0,0
"['Lâu_lâu đổi gió ăn món Hà_Nội .', 'Vào quán này là phải ăn món Lòng gà trứng non cháy tỏi-95k. Món này ngon cực_kì , nóng_hổi luôn .', 'Bưng ra xèo_xèo như bò né nhá .', 'Lần nào đi ăn món HN mình cũng phải ăn phở cuốn vì ngon , lạ ( giá 40 ) .', 'Bún đậu mắm_tôm thì không ngon vì mắm_tôm không ngon - giá 30k .', 'Nước mơ thì ngon nhắm - 18k .', 'Menu đa_dạng , ngoài các món HN thì còn có đồ chiên như phô_mai que , lẩu , ...', 'Lên gg search Menu quán No96 là ra nhá .', 'Giá : Khoảng 200/2 ngườiĐịa chỉ : Quán_No . 96 - 481 Nguyễn_Tri_Phương , P4 , Q10 ( có chi_nhánh ở Võ_Văn_Tần_Q 3 )']",0,3,1,0,3,3,1,3,0,0,0,0
"['Lâu_lâu đổi vị , bánh trán cuốn bánh_hỏi và thịt nướng , ăn khá ngon .', 'Trộn thịt nướng , dưa_leo , dưa chua , rau giá , bánh_hỏi các loại vào rồi cuốn với bánh trán , chấm kèm với nước_chấm đặc_trưng riêng của quán .', 'Món này ăn ăn_chơi thôi chứ ăn no phải tốn tới dăm_ba dĩa lận .']",0,0,0,0,0,1,0,0,0,0,0,0
"['Lâu_lâu làm bữa lẩu # hotpot , ngon lắm đến ăn đi mấy bạn ơi @ letramy # 91']",0,0,0,0,0,1,0,0,1,0,0,0
"['Lâu_lâu lâu thì ta mới nhậu một lần .', 'Mới về đến SG là lại rú réo nhau đi ăn_nhậu rồi .', 'Quán mới ăn lần đầu nhưng ấn_tượng tốt .', 'Chuyên các món về hào , đồ_ăn lên nhanh , nêm nếm vừa_miệng .', 'Giá_cả cũng ổn.Các món về hào thì phải nói là đa_dạng cực_kì , nhiều cách chế_biến với nhiều tên gọi độc lạ .', 'Ngoài các món về hào thì có món răng mực xào bơ , sốt sền_sệt ăn rất vừa_miệng , dễ gây nghiện .']",0,0,0,0,0,1,1,0,1,0,1,1
"['Lâu_lâu mới quay lại dù vừa gần nhà vừa gần cty : 3 Đi 5 người mà đợi 3 người kia đến lâu quá nên 2 đứa gọi trước từng này , đang đói nên ăn thấy ngon vỡi luôn \uf62d\uf62d\uf62d Vẫn mê món bánh_mì chấm nước sốt ở đây hơn là chim \uf602\uf602\uf602']",0,0,0,0,0,1,0,1,0,0,0,0
['Lâu_lâu quay lại quán vẫn ngon như ngày nào mà bây_giờ đường này nhiều quán gà lắm mình ăn hết rồi mà quán Tam_Kỳ vẫn là ngon nhất \uf61d Pr hơi lố nhưng là sự_thật ❤️❤️❤️'],0,0,0,0,0,1,0,0,1,0,0,0
"['Lâu_lâu thèm đặc_sản Nha_Trang mà không có dịp đến Nha_Trang thì Khoái là một sự lựa_chọn tuyệt_vời , nhà_hàng Khoái hội đủ những món ăn có tiếng như Bún_Cá , Bún_Sứa , nem nướng Ninh_Hoà , Bánh_Căn thập_cẩm và các loại hải_sản chất_lượng của vùng_biển Nha_Trang .', 'Không_gian quán được trang_trí ấm_cúng , hài_hoà nhưng đâu_đó vẫn có chút hơi thở của vùng_biển .', 'Món ăn được trình_bày rất dân_dã , mang lại cảm_giác bình_dị , thân_thuộc làm cho tâm_lý ăn cũng thấy ngon hơn .', 'Mấy đứa bạn mình ở Nha_Trang cũng tấm_tắc khen ngon vì cảm_nhận được hương_vị quê nhà .', 'Dùng thẻ Timo thanh_toán được giảm 10% nữa nha mấy bạn .']",1,0,0,0,0,1,1,0,1,1,0,0
"['Lẩu lớn được nồi to hơn nhưng thật_ra hơn thua với lẩu nhỏ thì chỉ khác ở dĩa thịt vì nước lẩu được châm thêm miễn_phí .', 'Phần thịt này là của lẩu nhỏ gồm tôm , bò , cá viên , cá , mực ...', 'Thịt bò đỏ_chót tươi ngon , tôm_sú to nhưng có b ữa xui gặp con bị đứt đầu : v Nước lẩu thì phải công_nhận ở đây làm khá đậm_đà và có mang chút hương_vị của sa tế người Hoa ko phải kiểu lẩu Thái chua kiểu Tomyum nhé .']",0,0,0,0,0,1,3,0,0,0,0,0
"['Lẩu mắm quán Vy ngon toẹt vời : ) ) ) , chưa thấy lẩu mắm chỗ nào ngon như chỗ này luôn nè .', '# lozi # lozier # lozisaigon # sàigòn # lẩumắm #']",0,0,0,0,0,1,0,0,1,0,0,0
"['Lẩu mắm thái , bạn gái cực khoái món này nhé : # 3']",0,0,0,0,0,1,0,0,0,0,0,0
"['Lẩu này ăn lạ nhưng rất ngon .', 'Thay_vì lẩu hay sử_dụng vs bún hoặc mì tươi mì gói nhưng lẩu này sử_dụng cộng mì bằng nguyên_liệu bột mì .', 'Nước lẩu chua_chua cay cay , rất nhìu loại nấm và 1 số hải_sản .', 'Nếu muốn dùng thêm bò nhật thì gọi thêm 1 dĩa 100k .']",0,0,0,0,3,1,1,0,0,0,0,0
"['Lẩu này thì quen_thuộc rồi hen , mà hay nhất_là chỉ có 89k thôi mà đồ nhúng lẩu đầy_đặn ghê luôn đó .', 'Nước lẩu hơi cay nè , ai khoái ăn cay như tui chắc mê lắm .', 'Quán nằm trong hẻm nhỏ nên dễ bị chạy lố nhưng để_ý đi 1 lần rồi thì dễ đi lắm .']",0,0,0,0,1,1,1,3,0,0,0,0
"['Lẫu_Ngồi_Bắc_Hải , món cánh_gà , chân gà nướng : ) 7monGà ngon , ướp ngon , giá cũng ổn nữa @ m.u.p _']",0,0,0,0,1,1,0,0,0,0,0,0
"['Lẩu ngon , thanh , đồ_ăn nhiều , 88k quá rẻ !']",0,0,0,0,1,1,1,0,0,0,0,0
"['Lẩu ngon .', 'Giá phải_chăng .', 'Nhưng cảm_thấy không ngon bằng ở quán Ngân_Béo : # 3']",0,0,0,0,1,1,0,0,3,0,0,0
"['Lẩu ở đây ăn rất thanh , 1 vị riêng_biệt luôn vì lẩu ở đây chỉ là nước cua với 1,2 kg Gạch_Cua .', 'Ko bỗng ko tạp_chất gì hết .', 'Rất đág thử .']",0,0,0,0,0,1,1,0,1,0,0,0
"['Lẩu ở đây có giá từ 250-350 k .', 'A chủ là bếp trưởng nhà_hàng ở Keangnam nên đồ gì cũng ngon và tươi í .', 'Đi ăn đúng 20/10 bàn có nữ đc tặng 1 đĩa thịt bò như hình kia kìa ^ ^ nước lẩu thơm cay cay .', 'Nói_chung là sẽ làm_thân với quán này \uf44d\uf3fb']",0,0,0,0,3,1,0,0,1,1,0,0
"['Lẫu ở đây đúng là rất ngon , đúng chất bắc , cho nhiều rau và nước lẫu ngọt từ cua giã , ăn 2 người no muốn lăn về luôn.Không gian nhỏ nên đem lại cản giác ấm_cúng thân thiên .', 'Đi trúng cuối tuần nên quán khá đông , chờ gần nữa tiếng đông hồ mới có bàn']",1,0,0,0,0,1,1,0,1,0,0,3
"['Lẩu ở đây nước_lèo đậm_đà , rau thì tươi nhai bỏ vào lẩu ăn nhai rạo rạo nhé .', 'Còn món nướng thì mình được lựa_chọn thoải_mái .', 'Các món nướng thì món nào cũng thấm vị cả nên ăn vừa_miệng lắm .', 'À trong combo còn có 2 ly nước sâm nữa , uống ngọt thanh .', 'Nói_chung mọi món ở đây được làm vừa_miệng , và món nào ăn cũng tươi ngon .']",0,0,1,0,0,1,1,0,1,0,0,0
"['Lâu quá ko ăn , ăn rồi lại thèm ! 1 phần đầy_đủ , thêm dồi nữa , chuẩn ko cần chỉnh .', 'Quán này làm ngon , lót lá chuối sạch_sẽ .', 'Phần bún đậu có đậu rán , bún , chả , thịt luộc , dồi .', 'Quán làm nhanh , ko đợi quá lâu . 2 người tầm 80k là no ứ_hự .', '@ Anh Vân_Bùi']",0,0,0,0,3,1,1,0,0,0,0,1
"['Lâu rồi ko ăn cơm tấm , ăn lại thấy ngon dã man.Sườn dặn cắt sẵn cho dễ ăn , khỏi cấu_xé , Trứng chiên khéo và đẹp dã_man .', 'Cơm ép khuôn coi vậy chứ nhiều lắm nha .', 'Đồ chua ở đây cũng ngon ngang_ngửa với thuận_kiều , nước_mắm ok lắm . 2 người vào tầm 100k trở lên tuỳ coi gọi món gì nha .', '@ Đình_Khôi']",0,0,0,0,3,1,1,0,0,0,0,0
"['lâu rồi mới en lại món này , vị vẫn như xưa ( y )']",0,0,0,0,0,1,0,0,0,0,0,0
"['Lâu rồi mới quay lại đây ăn .', 'Mà mới để_ý ăn_ở đây 3-4 lần rồi hôm_nay là lần đầu_tiên có cái hình chụp check-in \uf602 Giá rổ và chất_lượng vẫn vậy , không thay_đổi nhiều lắm .', 'Nơi duy_nhất ăn lẩu mà ko ăn nước = ) ) ) ) ) ) ) 3 người ăn hết 496k']",0,0,0,0,3,1,0,0,0,0,0,0
"['Lẩu sườn non là 300k , 2 người ăn là đủ rồi , bao no .', 'Thích nước lẩu ở đây vì làm rất chất_lượng , rau cải cho nhiều , bỏ vào lẩu ngọt tự_nhiên , vừa chín_tới là vớt ra ăn giòn ngọt nè .', 'Để lâu sẽ bị rã hết .', 'Thịt bò và sườn sụn cho cũng nhiều .', 'Có nhiều lẩu khác nữa nha ^ ^ .']",0,0,0,0,3,1,1,0,0,0,0,0
"['lẩu thì nước dùng được làm từ nước hầm xương cho_nên không có hương_vị của lẩu thái như_thường dùng .', 'Cô chủ ở đây là người Thái nên các món ăn_ở đây cũng theo hương_vị Thái chính gốc , không cho nhiều gia_vị , nên ăn rất nhẹ bụng và tốt cho sức_khoẻ .', 'Bạn nào mà ăn_kiêng hay là muốn ăn đồ không có nhiều gia_vị thì quán này là sự lựa_chọn thích_hợp .', 'Nước uống thì có trà sữa thái uống ngon , và các loại nước_ngọt đều là của Thái luôn ...']",0,0,1,1,0,1,1,0,1,0,0,0
"['Lẩu_Tôm thì 1 phần giờ là 160.000 k , được 6 con tôm bự gần bằng ngón chân cái , 1 đĩa rau ngoài + bún + rau trong nồi lẩu rất nhiều nhé .', 'Tôm được bóc đầu và rim trước nên vị đậm_đà và săn chắc , mấy lần mình ghé đây ăn thì đều thấy tôm rất tươi , có gạch ở đầu nhiều và có_khi có cả trứng nữa .', 'Bên trong nhà mình thấy có nguyên 1 cái hồ nuôi tôm sống , dùng để chế_biến các món nướng nguyên con kia .']",0,0,0,0,3,1,1,0,0,0,0,0
"['Lẩu toppoki ở đây to lắm nhé , 79k thôi ah , 3 ngừi ăn mà_còn không hết nữa .', 'Lẩu vị khá cay , chả cá nhiều .', 'Quán to to , cam cam khá dễ tìm .', 'Bác giữ xe khá thân_thiện , dắt xe nhiệt_tình cho khách lắm.Khu lầu 1 chỗ mình ngồi chắc do mở_cửa để phục_vụ khách nên khá nóng , hơi máy_lạnh chắc theo cửa ra ngoài hết rồi @ @ Mấy bạn nhân_viên ở đây không thân_thiện cho lắm , với mình không thích cái khoản mà mún lấy thêm sốt để chấm phải để các bạn ấy làm .', 'Mình nghĩ ai muốn ăn loại sốt gì , nhiều ít_ra sao thì nên để họ tự lấy .', 'Ngay cả khăn giấy mún lấy thêm các bạn phục_vụ mặt cũng 1 đống lun , nhìn ớn lắm .', 'Quán hơi xuống_cấp tí , bàn bếp để chiên mà dầu nhiễu nhỏ_giọt luôn .', 'Ngồi không dám đặt_chân xuống sàn vì sợ nhớt ...']",2,0,0,0,1,3,1,1,0,0,0,3
"['Lẩu_Xào_Phô_Mai Cay_Hàn_Quốc , món ăn hấp_dẫn bởi vị cay , vị béo & đậm_đà của những loại hải_sản , thịt bò , ... nấm & các loại rau tươi.Khi kết_hợp với nhau thì không_thể diển tả bằng lời .', 'Bởi nó quá ngon !', '!', '!']",0,0,0,0,0,1,1,0,0,0,0,0
"['Lễ 2 mẹ_con lười nấu cơm , nên đi mua bún_chả về ăn . 40 k / phần có đủ thịt , nem , chả , ngon ngon .', 'Lâu k ăn tưởng lên giá nhiều lắm rồi chứ .', 'Hẻm_Lê_Thánh_Tôn gần kịch Idecaft í .', '# food # vietnamfood # foodporn # foodpic # foodholic # instafood # yummy # delicious # lunch # homemade # saigon # hochiminhcity # vietnam']",0,0,0,0,1,1,1,3,0,0,0,0
['lên giá vèo 1 phái từ 30 lên 50 luôn . mà lượng như cũ . ốc ko tươi nữa . chắc nghỉ ăn_ở đây thôi . uổng tiền'],0,0,0,0,2,2,0,0,2,0,0,0
"['lên món lâu kinh_khủng , khuyến_mãi 1 tặng 1 mà mỗi con gà là cách 1 tiếng chờ_đợi , lên_nước cũng lâu , lần sau ko quay lại nữa']",0,0,0,0,0,0,0,0,2,0,1,2
['Lèo_tèo vài sợi là hết \uf610\uf610\uf610'],0,0,0,0,0,0,2,0,0,0,0,0
"['loại nhỏ 39000 , ăn cũng bth']",0,0,0,0,3,3,0,0,0,0,0,0
"['Lòng gà , trứng non cháy tỏi.Ngon lắm luônnnn : xxxx 85k ăn phủ_phê .', 'No . 96 ở 117 Võ_Văn_Tần nha .', '# food # foodpic # foodporn # foodholic # instafood # vietnamesefood # yummy # delicious # ximuoieat # lozi # lozisaigon # saigon # hochiminhcity # vietnam']",0,0,0,0,1,1,0,3,0,0,0,0
"['lòng gà , trứng non đều được bày_biện đầy_đủ trong mâm gà , không ngon mới_lạ .', ': ( (']",0,0,0,0,0,1,1,0,0,0,0,0
"['Lòng heo làm sạch kĩ hok bị hôi , béo béo dai giòn chấm với nước_mắm mặn bao đã , đặc_biệt có dồi huyết béo béo , thơm vì có rau_thơm và hành phi trộn chung !', 'Cô chủ quán niềm_nở và nhiệt_tình !', 'Quán này dậm chất miền bắc dành cho các bạn mún nhớ về quê nhà nha !']",0,0,0,0,0,1,1,0,1,0,0,1
['Lòng nướng đã được chế_biến sạch_sẽ và không còn mùi hôi chấm nước chao mùi_vị thơm ngon khó mà cưỡng lại'],0,0,0,0,0,1,1,0,0,0,0,0
"['lòng nướng nhai giòn , hơi dai mà rất ngon # bocuoi 39 k']",0,0,0,0,0,1,0,0,0,0,0,0
"['Lớp bánh khọt đổ không quá dày nên ăn không bị ngán , nhưng do chiên ngập dầu nên rìa bánh cảm_giác không giòn mà_lại bị cứng đi khá nhiều dù chỉ để hơi lâu 1 chút , hơi bị khó ăn']",0,0,0,0,0,3,3,0,0,0,0,0
"['Lớp phô_mai bên trên làm tui thích lắm .', ': # 3']",0,0,0,0,0,1,1,0,0,0,0,0
"['Lúc đi ăn Lotte , ngồi trên lầu mình hay nhìn xuống thấy quán này , mà quên ghé hoài .', 'Dnay cô chủ quán pr rầm_rộ fb thấy giá rẻ quá nên ghé luôn .', 'Mình cũng gốc miền Trung nên thích ăn bánh_bèo Quảng_Ngãi lắm , mà chỗ nào mình biết cũng tuốt q10 với GV , nay có quán gần nhà đã ghê .', 'Bánh_bèo khá đúng vị , mà hành nhiều quá , ăn hôi hôi - _ - hơi nhạt xíu thôi , nhưng tổng_quan là ngon í']",0,0,0,0,0,1,0,1,0,0,1,0
"['Lúc trước hay ăn_ở Lotteria , KFC , popeyes .', 'Lần đầu ăn Texas thì xác_định là chuyển qua đây ăn luôn : ) ) ) ) Gà miếng nào miếng đó to cực .', ""Lúc ăn có combo gà tomyum có 89k mà ăn 2ng no căng : ) ) Thái_độ phục_vụ tốt , quán sạch : ' 3 Lovee""]",1,0,0,0,1,1,1,0,1,0,0,1
['Lúc trước thì ngon bh thì chán'],0,0,0,0,0,2,0,0,0,0,0,0
"['Luôn hài_lòng khi đến đây ăn steak , chất_lượng lúc_nào cũng như mình muốn , phục_vụ tốt , không_gian yên_tĩnh , nhân_viên và manager take care khách rất tốt .']",1,0,0,0,0,1,0,0,1,0,0,1
"['Lượn quanh mãi mà không_thể tìm đc bánh_cuốn Toàn Hà , đang ức_chế thì tạt bừa quán ăn tạm thì phát_hiện ra món ngon \uf606\uf606Nước dùng chua_chua , trong_vắt .', 'Bát bê ra trông nhỏ mà nó có võ , no bụng \uf60d Bát có 3 miêng sườn , sườn làm mềm lắm luôn thích ăn bảo ng mang thêm đc nhé\uf60d Ncl kết , ngon_lành']",0,0,0,0,0,1,1,0,1,0,0,0
['Lươn tươi vs ngon\uf60d giá hợp_lý \uf44c\uf3fb\uf44c\uf3fb\uf44c\uf3fb'],0,0,0,0,1,1,0,0,0,0,0,0
"['Ly mỳ Ý siêu xinh nhé , trông bé bé thế thôi mà đổ ra đĩa nhiều cực , ăn mãi mới hết .', 'Mỳ ly này có 2 vị là kim chi hải_sản hoặc jambon nấm sốt kem , cả 2 vị đều đầy_ắp phô_mai , thơm_phức béo ngậy \uf60d\uf60d Mỳ ly xinh_xinh , giá cũng xinh nữa , có 45k thôi : # 3']",0,0,0,0,1,1,1,0,0,0,0,0
"['Má ơi dọn lên mà nước_miếng chảy ừng_ực ( xạo đó ) , thơm miễn nói , hấp_dẫn miễn bàn luôn !', 'Món này được ưu_ái dành hẳn 1 trang trên menu , có 3 loại sốt khác nhau : bơ tỏi , satế và sapo , đúng kiểu 3 cấp_độ hương_vị luôn : bơ tỏi thơm dịu mùi tỏi , satế đậm_đà như món xào lăn và sapo nồng_nàn mùi rau húng_quế & ngò gai .']",0,0,0,0,0,1,1,0,0,0,0,0
"['Má ơi , 25k thôi mà nhiều thịt dã_man , bát to ụ']",0,0,0,0,1,0,1,0,0,0,0,0
"['Mãi_mãi là quán gà tần trong tuổi_thơ và đến bh 25 tuổi_đầu vẫn thấy chỗ này ngon nhất \uf624 nước dùng ngon dã_man mà cái gì cũng ngon .', 'Thèm gà tần chỉ lên Tống_Duy_Tân .', 'Lên Tống_Duy_Tân chỉ vào Thái_Hưng_Lâu !']",0,0,0,0,0,1,0,3,1,0,0,0
"['Mãi mới kiếm được chỗ ăn lẩu riêu chuẩn như ở ngoài Hà_Nội , mừng rớt nước_mắt luôn à T.T Lẩu tại đây ăn ngon lắm , nước lẩu ngọt thanh , ăn càng về cuối càng đậm , đồ_ăn kèm cũng bao_la luôn .', 'Một nồi to thế_này đủ cho 5 người ăn luôn đó : >']",0,0,0,0,0,1,1,0,1,0,0,0
"['Măm măm , đang trưa nắng đi hội_chợ The_Box mua một lốc lô đồ , thì phát_hiện ra bên đây có quầy tàu_hũ của Orisoy nữa nà : 3 Hơi tiếc là có mấy món ruột của Orisoy thì không mang ra bán ở hội_chợ được luôn ấy .', 'Cho 4/5 sao thôi , khi nào mang đầy_đủ món ruột ở quán sang thì mới cho quầy này 5/5 sao nghen : P']",0,0,0,0,0,1,3,0,0,0,0,0
"['Mắm_tôm có tép mỡ nên rất lạ .', 'Lá bún chặt .', 'Rau_sạch sẽ .', 'Chả_giò , chả cốm , dòi rất ngon .', 'Đây là phần 1 người ăn nên nhìn sẽ hơi ít nhưng ăn cũng no .', 'Do đường nhỏ , nhiều quán_xá , xe_hơi hay ra vào nên để xe_hơi khó , nhưng có anh giữ xe ở đây rất dễ_thương , chị nhân_viên cũng thế .', 'Không_gian nhỏ nhưng khá thoải_mái mặc_dù lúc mình đi quán cũng khá đông \uf63b\uf63b']",1,0,0,0,0,1,1,3,0,0,0,1
"['Mắm_tôm ngon tuyệt_vời .', 'Mình order 2 phần .', 'Mỗi phần thập_cẩm 55k']",0,0,0,0,3,1,0,0,0,0,0,0
"['Mặn_mòi vừa_miệng , nước soup thơm , nhiều đồ_ăn .', 'Bún nước không ngon bằng .']",0,0,0,0,0,1,1,0,0,0,0,0
